University,Department,Graduation_Year,Monthly_Earning_PKR,Field_Match,Job_Type
LUMS,BS Data Science,2021,207109,No,High-standard Job
LUMS,BS Data Science,2021,176279,Yes,High-standard Job
LUMS,BS Data Science,2022,270839,Yes,Freelancer
LUMS,BS Data Science,2022,637264,Yes,High-standard Job
LUMS,BS Data Science,2022,260171,No,Freelancer
LUMS,BS Data Science,2022,229420,Yes,Freelancer
LUMS,BS Data Science,2022,463786,Yes,Freelancer
LUMS,BS Data Science,2022,302607,Yes,Low-standard Job
LUMS,BS Data Science,2022,41922,No,Government Job
LUMS,BS Data Science,2022,295277,Yes,High-standard Job
LUMS,BS Data Science,2022,186478,Yes,High-standard Job
LUMS,BS Data Science,2022,508938,Yes,High-standard Job
LUMS,BS Data Science,2022,191924,Yes,High-standard Job
LUMS,BS Data Science,2022,307469,No,High-standard Job
LUMS,BS Data Science,2022,136199,Yes,Freelancer
LUMS,BS Data Science,2022,202108,No,High-standard Job
LUMS,BS Data Science,2022,104428,Yes,Higher Studies
LUMS,BS Data Science,2022,395828,Yes,High-standard Job
LUMS,BS Data Science,2022,291141,Yes,High-standard Job
LUMS,BS Data Science,2022,245630,Yes,Freelancer
LUMS,BS Data Science,2022,47846,Yes,Higher Studies
LUMS,BS Data Science,2022,273227,No,High-standard Job
LUMS,BS Data Science,2022,73243,No,Higher Studies
LUMS,BS Data Science,2022,386543,Yes,High-standard Job
LUMS,BS Data Science,2023,193188,Yes,High-standard Job
LUMS,BS Data Science,2023,226532,Yes,High-standard Job
LUMS,BS Data Science,2023,42537,Yes,Higher Studies
LUMS,BS Data Science,2023,157955,Yes,High-standard Job
LUMS,BS Data Science,2023,138463,Yes,High-standard Job
LUMS,BS Data Science,2023,88035,Yes,Higher Studies
LUMS,BS Data Science,2023,76448,No,Higher Studies
LUMS,BS Data Science,2023,133176,No,Government Job
LUMS,BS Data Science,2023,154342,No,Freelancer
LUMS,BS Data Science,2023,169124,Yes,High-standard Job
LUMS,BS Data Science,2023,297368,Yes,High-standard Job
LUMS,BS Data Science,2023,283747,No,High-standard Job
LUMS,BS Data Science,2023,95398,Yes,Low-standard Job
LUMS,BS Data Science,2023,287001,Yes,High-standard Job
LUMS,BS Data Science,2023,248154,Yes,Freelancer
LUMS,BS Data Science,2023,61436,Yes,High-standard Job
LUMS,BS Data Science,2023,304888,Yes,High-standard Job
LUMS,BS Data Science,2023,93628,Yes,High-standard Job
LUMS,BS Data Science,2023,252266,No,High-standard Job
LUMS,BS Data Science,2023,292934,No,High-standard Job
LUMS,BS Data Science,2023,332982,No,High-standard Job
LUMS,BS Data Science,2023,163704,Yes,Government Job
LUMS,BS Data Science,2024,13670,Yes,Unemployed
LUMS,BS Data Science,2024,141218,Yes,High-standard Job
LUMS,BS Data Science,2024,13783,No,Unemployed
LUMS,BS Data Science,2024,320679,Yes,High-standard Job
LUMS,BS Data Science,2024,119803,Yes,High-standard Job
LUMS,BS Data Science,2024,124867,No,Freelancer
LUMS,BS Data Science,2024,124840,Yes,Freelancer
LUMS,BS Data Science,2024,342913,Yes,Freelancer
LUMS,BS Data Science,2024,101827,Yes,Low-standard Job
LUMS,BS Data Science,2024,261993,Yes,High-standard Job
LUMS,BS Data Science,2024,84238,Yes,Government Job
LUMS,BS Data Science,2024,207464,No,Freelancer
LUMS,BS Data Science,2024,384474,Yes,High-standard Job
LUMS,BS Data Science,2024,146407,Yes,Freelancer
LUMS,BS Data Science,2024,266584,Yes,High-standard Job
LUMS,BS Data Science,2024,275161,Yes,High-standard Job
LUMS,BS Data Science,2024,168806,Yes,High-standard Job
LUMS,BS Data Science,2024,51771,Yes,Higher Studies
LUMS,BS Data Science,2024,181152,Yes,Business Owner
LUMS,BS Data Science,2024,138874,Yes,Business Owner
LUMS,BS Data Science,2024,312344,No,High-standard Job
LUMS,BS Data Science,2024,48589,No,Higher Studies
LUMS,BS Data Science,2024,352272,Yes,Government Job
LUMS,BS Data Science,2024,237907,Yes,High-standard Job
LUMS,BS Software Engineering,2018,79555,Yes,Low-standard Job
LUMS,BS Software Engineering,2018,231110,Yes,High-standard Job
LUMS,BS Software Engineering,2018,16543,Yes,Unemployed
LUMS,BS Software Engineering,2018,185772,No,High-standard Job
LUMS,BS Software Engineering,2018,96994,Yes,Low-standard Job
LUMS,BS Software Engineering,2018,297938,No,High-standard Job
LUMS,BS Software Engineering,2018,360518,Yes,High-standard Job
LUMS,BS Software Engineering,2018,151402,Yes,High-standard Job
LUMS,BS Software Engineering,2018,142760,No,Higher Studies
LUMS,BS Software Engineering,2018,166114,No,Government Job
LUMS,BS Software Engineering,2018,76503,Yes,Government Job
LUMS,BS Software Engineering,2018,375431,No,High-standard Job
LUMS,BS Software Engineering,2018,83512,Yes,Business Owner
LUMS,BS Software Engineering,2018,130569,Yes,High-standard Job
LUMS,BS Software Engineering,2018,252101,Yes,High-standard Job
LUMS,BS Software Engineering,2018,90096,Yes,Freelancer
LUMS,BS Software Engineering,2018,257594,No,High-standard Job
LUMS,BS Software Engineering,2018,164413,No,High-standard Job
LUMS,BS Software Engineering,2018,166681,Yes,Freelancer
LUMS,BS Software Engineering,2018,59222,Yes,High-standard Job
LUMS,BS Software Engineering,2018,54324,Yes,Higher Studies
LUMS,BS Software Engineering,2019,53154,Yes,Government Job
LUMS,BS Software Engineering,2019,261948,Yes,High-standard Job
LUMS,BS Software Engineering,2019,49522,Yes,Government Job
LUMS,BS Software Engineering,2019,41095,Yes,Higher Studies
LUMS,BS Software Engineering,2019,220445,Yes,High-standard Job
LUMS,BS Software Engineering,2019,110742,Yes,Government Job
LUMS,BS Software Engineering,2019,92545,Yes,Higher Studies
LUMS,BS Software Engineering,2019,176265,Yes,High-standard Job
LUMS,BS Software Engineering,2019,145762,No,High-standard Job
LUMS,BS Software Engineering,2019,234040,No,High-standard Job
LUMS,BS Software Engineering,2019,159790,Yes,Business Owner
LUMS,BS Software Engineering,2019,191473,Yes,Freelancer
LUMS,BS Software Engineering,2019,139418,Yes,High-standard Job
LUMS,BS Software Engineering,2019,117738,Yes,Freelancer
LUMS,BS Software Engineering,2019,366820,No,High-standard Job
LUMS,BS Software Engineering,2019,31441,No,Unemployed
LUMS,BS Software Engineering,2019,230474,Yes,Freelancer
LUMS,BS Software Engineering,2019,20952,Yes,Unemployed
LUMS,BS Software Engineering,2019,110213,Yes,High-standard Job
LUMS,BS Software Engineering,2019,121301,Yes,High-standard Job
LUMS,BS Software Engineering,2019,226704,Yes,High-standard Job
LUMS,BS Software Engineering,2019,111386,Yes,Freelancer
LUMS,BS Software Engineering,2019,121364,Yes,High-standard Job
LUMS,BS Software Engineering,2019,100521,No,Low-standard Job
LUMS,BS Software Engineering,2019,332560,Yes,High-standard Job
LUMS,BS Software Engineering,2019,317660,No,Business Owner
LUMS,BS Software Engineering,2019,209294,No,High-standard Job
LUMS,BS Software Engineering,2019,106383,No,High-standard Job
LUMS,BS Software Engineering,2020,81797,Yes,Freelancer
LUMS,BS Software Engineering,2020,53025,No,Government Job
LUMS,BS Software Engineering,2020,169292,No,Freelancer
LUMS,BS Software Engineering,2020,222574,Yes,High-standard Job
LUMS,BS Software Engineering,2020,258568,Yes,High-standard Job
LUMS,BS Software Engineering,2020,196257,No,High-standard Job
LUMS,BS Software Engineering,2020,123539,Yes,High-standard Job
LUMS,BS Software Engineering,2020,76172,Yes,High-standard Job
LUMS,BS Software Engineering,2020,491026,Yes,High-standard Job
LUMS,BS Software Engineering,2020,326560,Yes,High-standard Job
LUMS,BS Software Engineering,2020,39938,No,Higher Studies
LUMS,BS Software Engineering,2020,225605,No,High-standard Job
LUMS,BS Software Engineering,2020,246832,Yes,High-standard Job
LUMS,BS Software Engineering,2020,146174,No,High-standard Job
LUMS,BS Software Engineering,2020,264369,Yes,High-standard Job
LUMS,BS Software Engineering,2020,144775,Yes,Low-standard Job
LUMS,BS Software Engineering,2020,193900,Yes,Freelancer
LUMS,BS Software Engineering,2020,317968,No,High-standard Job
LUMS,BS Software Engineering,2020,180490,No,High-standard Job
LUMS,BS Software Engineering,2020,68938,Yes,Freelancer
LUMS,BS Software Engineering,2020,14541,Yes,Unemployed
LUMS,BS Software Engineering,2020,149690,Yes,Business Owner
LUMS,BS Software Engineering,2020,228186,Yes,High-standard Job
LUMS,BS Software Engineering,2021,167209,No,Government Job
LUMS,BS Software Engineering,2021,120571,Yes,High-standard Job
LUMS,BS Software Engineering,2021,38972,Yes,Higher Studies
LUMS,BS Software Engineering,2021,174294,Yes,Business Owner
LUMS,BS Software Engineering,2021,113684,Yes,High-standard Job
LUMS,BS Software Engineering,2021,141830,No,Business Owner
LUMS,BS Software Engineering,2021,79174,Yes,High-standard Job
LUMS,BS Software Engineering,2021,130483,Yes,Government Job
LUMS,BS Software Engineering,2021,143483,Yes,Freelancer
LUMS,BS Software Engineering,2021,336467,Yes,High-standard Job
LUMS,BS Software Engineering,2021,146984,Yes,High-standard Job
LUMS,BS Software Engineering,2021,245449,Yes,High-standard Job
LUMS,BS Software Engineering,2021,136429,Yes,High-standard Job
LUMS,BS Software Engineering,2021,158339,Yes,High-standard Job
LUMS,BS Software Engineering,2021,31912,Yes,Unemployed
LUMS,BS Software Engineering,2021,55583,No,Low-standard Job
LUMS,BS Software Engineering,2021,239198,No,High-standard Job
LUMS,BS Software Engineering,2021,133794,No,High-standard Job
LUMS,BS Software Engineering,2021,57232,Yes,Higher Studies
LUMS,BS Software Engineering,2021,239864,Yes,High-standard Job
LUMS,BS Software Engineering,2021,137435,No,High-standard Job
LUMS,BS Software Engineering,2021,115149,No,High-standard Job
LUMS,BS Software Engineering,2021,198944,Yes,High-standard Job
LUMS,BS Software Engineering,2021,130511,Yes,High-standard Job
LUMS,BS Software Engineering,2021,61092,No,Low-standard Job
LUMS,BS Software Engineering,2021,443698,No,Freelancer
LUMS,BS Software Engineering,2021,245222,Yes,High-standard Job
LUMS,BS Software Engineering,2021,146612,Yes,Freelancer
LUMS,BS Software Engineering,2022,301902,No,High-standard Job
LUMS,BS Software Engineering,2022,23068,No,Unemployed
LUMS,BS Software Engineering,2022,214723,Yes,High-standard Job
LUMS,BS Software Engineering,2022,135606,Yes,Freelancer
LUMS,BS Software Engineering,2022,491310,No,High-standard Job
LUMS,BS Software Engineering,2022,57838,Yes,Government Job
LUMS,BS Software Engineering,2022,207900,Yes,Government Job
LUMS,BS Software Engineering,2022,275137,Yes,Business Owner
LUMS,BS Software Engineering,2022,140172,Yes,Government Job
LUMS,BS Software Engineering,2022,311006,Yes,Freelancer
LUMS,BS Software Engineering,2022,133193,Yes,Freelancer
LUMS,BS Software Engineering,2022,163158,Yes,Freelancer
LUMS,BS Software Engineering,2022,33618,Yes,Higher Studies
LUMS,BS Software Engineering,2022,245900,Yes,High-standard Job
LUMS,BS Software Engineering,2022,128605,Yes,High-standard Job
LUMS,BS Software Engineering,2022,214519,No,High-standard Job
LUMS,BS Software Engineering,2022,342679,Yes,High-standard Job
LUMS,BS Software Engineering,2022,276405,No,High-standard Job
LUMS,BS Software Engineering,2022,407102,Yes,High-standard Job
LUMS,BS Software Engineering,2022,123433,Yes,Low-standard Job
LUMS,BS Software Engineering,2022,134527,No,Government Job
LUMS,BS Software Engineering,2022,17419,Yes,Unemployed
LUMS,BS Software Engineering,2022,104670,No,Low-standard Job
LUMS,BS Software Engineering,2022,114095,Yes,Freelancer
LUMS,BS Software Engineering,2022,207626,Yes,Low-standard Job
LUMS,BS Software Engineering,2022,543894,Yes,High-standard Job
LUMS,BS Software Engineering,2022,178974,Yes,High-standard Job
LUMS,BS Software Engineering,2022,30521,Yes,Higher Studies
LUMS,BS Software Engineering,2022,139743,Yes,High-standard Job
LUMS,BS Software Engineering,2022,141336,Yes,Business Owner
LUMS,BS Software Engineering,2023,207614,No,Business Owner
LUMS,BS Software Engineering,2023,102010,Yes,Freelancer
LUMS,BS Software Engineering,2023,91888,Yes,Freelancer
LUMS,BS Software Engineering,2023,163122,No,High-standard Job
LUMS,BS Software Engineering,2023,100245,No,Freelancer
LUMS,BS Software Engineering,2023,96247,No,Government Job
LUMS,BS Software Engineering,2023,194064,Yes,Government Job
LUMS,BS Software Engineering,2023,40288,Yes,Low-standard Job
LUMS,BS Software Engineering,2023,155235,No,Freelancer
LUMS,BS Software Engineering,2023,199857,No,Freelancer
LUMS,BS Software Engineering,2023,90256,Yes,High-standard Job
LUMS,BS Software Engineering,2023,272676,No,Business Owner
LUMS,BS Software Engineering,2023,297262,Yes,Business Owner
LUMS,BS Software Engineering,2023,370826,Yes,High-standard Job
LUMS,BS Software Engineering,2023,103462,No,Government Job
LUMS,BS Software Engineering,2023,88143,Yes,Freelancer
LUMS,BS Software Engineering,2023,109440,Yes,Freelancer
LUMS,BS Software Engineering,2023,36316,Yes,Higher Studies
LUMS,BS Software Engineering,2023,75529,Yes,Higher Studies
LUMS,BS Software Engineering,2023,141012,Yes,High-standard Job
LUMS,BS Software Engineering,2023,68440,Yes,Freelancer
LUMS,BS Software Engineering,2023,153387,Yes,Low-standard Job
LUMS,BS Software Engineering,2023,101473,Yes,Freelancer
LUMS,BS Software Engineering,2023,76363,Yes,Higher Studies
LUMS,BS Software Engineering,2023,34443,Yes,Higher Studies
LUMS,BS Software Engineering,2023,81808,Yes,High-standard Job
LUMS,BS Software Engineering,2023,180050,Yes,High-standard Job
LUMS,BS Software Engineering,2023,270879,Yes,Freelancer
LUMS,BS Software Engineering,2023,25427,Yes,Unemployed
LUMS,BS Software Engineering,2023,177669,No,High-standard Job
LUMS,BS Software Engineering,2024,143416,Yes,Freelancer
LUMS,BS Software Engineering,2024,104140,No,Freelancer
LUMS,BS Software Engineering,2024,287328,Yes,High-standard Job
LUMS,BS Software Engineering,2024,491887,Yes,Business Owner
LUMS,BS Software Engineering,2024,66316,No,Low-standard Job
LUMS,BS Software Engineering,2024,25576,No,Unemployed
LUMS,BS Software Engineering,2024,108162,Yes,High-standard Job
LUMS,BS Software Engineering,2024,70349,Yes,Business Owner
LUMS,BS Software Engineering,2024,193142,Yes,High-standard Job
LUMS,BS Software Engineering,2024,173452,No,High-standard Job
LUMS,BS Software Engineering,2024,239797,No,Freelancer
LUMS,BS Software Engineering,2024,187191,Yes,Government Job
LUMS,BS Software Engineering,2024,62871,Yes,Higher Studies
LUMS,BS Software Engineering,2024,317258,No,High-standard Job
LUMS,BS Software Engineering,2024,87870,Yes,High-standard Job
LUMS,BS Software Engineering,2024,145106,Yes,High-standard Job
LUMS,BS Software Engineering,2024,121320,No,High-standard Job
LUMS,BS Software Engineering,2024,138095,Yes,Freelancer
LUMS,BS Software Engineering,2024,375446,Yes,High-standard Job
LUMS,BS Software Engineering,2024,8000,No,Unemployed
LUMS,BBA,2018,38388,Yes,Government Job
LUMS,BBA,2018,21740,Yes,Government Job
LUMS,BBA,2018,30771,No,Higher Studies
LUMS,BBA,2018,48583,Yes,Government Job
LUMS,BBA,2018,239792,No,Business Owner
LUMS,BBA,2018,8000,Yes,Unemployed
LUMS,BBA,2018,85260,Yes,Government Job
LUMS,BBA,2018,169640,Yes,High-standard Job
LUMS,BBA,2018,24918,No,Higher Studies
LUMS,BBA,2018,34609,Yes,Higher Studies
LUMS,BBA,2018,47079,No,Government Job
LUMS,BBA,2018,49865,No,High-standard Job
LUMS,BBA,2018,88690,Yes,Business Owner
LUMS,BBA,2018,70431,Yes,High-standard Job
LUMS,BBA,2018,144173,No,Government Job
LUMS,BBA,2018,85777,Yes,Business Owner
LUMS,BBA,2018,154090,No,Government Job
LUMS,BBA,2018,72069,No,Government Job
LUMS,BBA,2018,242907,No,Business Owner
LUMS,BBA,2018,51014,Yes,Low-standard Job
LUMS,BBA,2018,93055,No,Government Job
LUMS,BBA,2018,130963,Yes,Business Owner
LUMS,BBA,2018,69877,No,High-standard Job
LUMS,BBA,2018,61899,No,Freelancer
LUMS,BBA,2019,104118,No,Business Owner
LUMS,BBA,2019,118559,Yes,Business Owner
LUMS,BBA,2019,291719,No,Business Owner
LUMS,BBA,2019,194716,Yes,Business Owner
LUMS,BBA,2019,35938,Yes,Low-standard Job
LUMS,BBA,2019,197324,No,High-standard Job
LUMS,BBA,2019,68960,Yes,Government Job
LUMS,BBA,2019,163870,No,High-standard Job
LUMS,BBA,2019,33201,No,Higher Studies
LUMS,BBA,2019,9165,Yes,Higher Studies
LUMS,BBA,2019,124434,No,Business Owner
LUMS,BBA,2019,18983,Yes,Higher Studies
LUMS,BBA,2019,108207,No,Business Owner
LUMS,BBA,2019,84949,Yes,Business Owner
LUMS,BBA,2019,73040,Yes,Business Owner
LUMS,BBA,2019,53058,No,Government Job
LUMS,BBA,2019,28826,No,Freelancer
LUMS,BBA,2019,164302,Yes,High-standard Job
LUMS,BBA,2019,45956,No,Government Job
LUMS,BBA,2019,34118,Yes,Government Job
LUMS,BBA,2019,187735,No,High-standard Job
LUMS,BBA,2019,108098,No,Business Owner
LUMS,BBA,2019,70554,Yes,Government Job
LUMS,BBA,2019,58621,No,Higher Studies
LUMS,BBA,2019,74695,Yes,Business Owner
LUMS,BBA,2019,69395,Yes,Low-standard Job
LUMS,BBA,2020,48158,No,Low-standard Job
LUMS,BBA,2020,208552,Yes,Business Owner
LUMS,BBA,2020,16657,Yes,Higher Studies
LUMS,BBA,2020,192600,No,High-standard Job
LUMS,BBA,2020,79936,No,Government Job
LUMS,BBA,2020,84191,No,High-standard Job
LUMS,BBA,2020,75865,Yes,Business Owner
LUMS,BBA,2020,118975,No,Government Job
LUMS,BBA,2020,99077,No,Business Owner
LUMS,BBA,2020,107702,Yes,High-standard Job
LUMS,BBA,2020,8323,Yes,Unemployed
LUMS,BBA,2020,149137,No,Business Owner
LUMS,BBA,2020,48053,Yes,Higher Studies
LUMS,BBA,2020,91321,No,Low-standard Job
LUMS,BBA,2020,8000,No,Unemployed
LUMS,BBA,2020,67356,Yes,Government Job
LUMS,BBA,2020,29830,No,Low-standard Job
LUMS,BBA,2020,136852,Yes,High-standard Job
LUMS,BBA,2020,42289,No,Low-standard Job
LUMS,BBA,2020,78592,Yes,Freelancer
LUMS,BBA,2020,105816,Yes,Government Job
LUMS,BBA,2020,90251,Yes,Low-standard Job
LUMS,BBA,2020,92882,No,High-standard Job
LUMS,BBA,2020,111468,No,Freelancer
LUMS,BBA,2020,86371,No,High-standard Job
LUMS,BBA,2020,211006,Yes,Business Owner
LUMS,BBA,2020,140984,No,High-standard Job
LUMS,BBA,2020,205409,No,High-standard Job
LUMS,BBA,2020,39487,Yes,Freelancer
LUMS,BBA,2020,63257,No,High-standard Job
LUMS,BBA,2021,87502,No,Freelancer
LUMS,BBA,2021,51237,Yes,Freelancer
LUMS,BBA,2021,158329,No,Freelancer
LUMS,BBA,2021,35385,No,Low-standard Job
LUMS,BBA,2021,72892,Yes,High-standard Job
LUMS,BBA,2021,37049,No,Higher Studies
LUMS,BBA,2021,49209,Yes,Government Job
LUMS,BBA,2021,42271,No,Higher Studies
LUMS,BBA,2021,91831,Yes,Government Job
LUMS,BBA,2021,82580,Yes,High-standard Job
LUMS,BBA,2021,8000,No,Unemployed
LUMS,BBA,2021,34100,Yes,Government Job
LUMS,BBA,2021,68739,Yes,Freelancer
LUMS,BBA,2021,43526,Yes,Higher Studies
LUMS,BBA,2021,124874,Yes,High-standard Job
LUMS,BBA,2021,116661,Yes,Freelancer
LUMS,BBA,2021,137620,No,High-standard Job
LUMS,BBA,2021,167082,Yes,High-standard Job
LUMS,BBA,2021,65151,Yes,Freelancer
LUMS,BBA,2021,26376,Yes,Higher Studies
LUMS,BBA,2021,59920,No,Government Job
LUMS,BBA,2022,61588,Yes,Government Job
